ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0000515,http://purl.obolibrary.org/obo/TO_0000515,relative growth rate,RELGRATE (related),"A vigor trait  that is the increase in aboveground biomass in a defined period of time.|Relative growth rate may be calculated in various ways, usually as a rate of growth compared to the amount of starting biomass.  In some cases, it may be expressed as a percentage."
TO:0000511,http://purl.obolibrary.org/obo/TO_0000511,phosphorus uptake,PHOUP (related),The total phosphorus ion uptake measured in a plant or a plant part.
TO:0000516,http://purl.obolibrary.org/obo/TO_0000516,relative root length,RELRTLG (related),The relative length of the root determined after a given treatment as compared to the one determined under normal conditions.
TO:0000519,http://purl.obolibrary.org/obo/TO_0000519,rooting depth,maximum rooting depth (narrow)|RTDP (related),It is calculated from the deepest soil layer where roots were present and the longest root measured in the layer.
TO:0000517,http://purl.obolibrary.org/obo/TO_0000517,relative shoot elongation under submergence,RELSHELSUB (related),Elongation of the shoot under submergence condition against a reference without submergence.
TO:0000518,http://purl.obolibrary.org/obo/TO_0000518,TO_0000518,,
TO:0000512,http://purl.obolibrary.org/obo/TO_0000512,plant survival percentage under submergence,PTSPCENTSUB (related),Percent of plants survived under submerged conditions.
TO:0000514,http://purl.obolibrary.org/obo/TO_0000514,potassium uptake,KUP (related),The total potassium ion uptake measured in a plant or a plant part.
TO:0000510,http://purl.obolibrary.org/obo/TO_0000510,penetrated to total root ratio,PENTRTRO (related),A ratio of penetrated to total number of roots in a plant.
TO:0000513,http://purl.obolibrary.org/obo/TO_0000513,potassium concentration,KCONC (related),The total potassium ion concentration measured in a plant or a plant part or plant extract.
TO:0000477,http://purl.obolibrary.org/obo/TO_0000477,panicle blast disease resistance,PNBLRS (related)|PB (related),Causal agent: Magnaporthe grisea (Pyricularia oryzae). Symptoms are dark necrotic lesions covering partially or completely around the panicle base (node) or the uppermost internode or the lower part.
TO:0000471,http://purl.obolibrary.org/obo/TO_0000471,root penetration index,RTPNID (related),Its the fraction of number of penetrated roots over the total number of roots.
TO:0000476,http://purl.obolibrary.org/obo/TO_0000476,growth hormone content,,A metabolite content trait  which is the amount of plant hormone  in a plant structure .
TO:0000473,http://purl.obolibrary.org/obo/TO_0000473,grain shattering,GRSH (related)|caryopsis shattering (related),"Measurement of extent of grain shattering, which depends on development of abscission zone. This trait often refers to shattering or the premature or ease of shedding of the grass fruit called caryopsis from the inflorescence."
TO:0000472,http://purl.obolibrary.org/obo/TO_0000472,vascular bundle number,VBNB (related),A plant structure morphology trait  which is the number of vascular bundles  in a plant structure .
TO:0000478,http://purl.obolibrary.org/obo/TO_0000478,abscisic acid concentration,ABACONC (related)|ABA concentration (related)|abscisic acid content (related)|abscisic acid accumulation (related),Measures the growth hormone concentration in a plant or plant part.
TO:0000475,http://purl.obolibrary.org/obo/TO_0000475,adventitious root thickness,ADVRTTH (related),A root thickness  trait which is the thickness of a shoot-borne root .|Adventitious root can be a 'shoot-borne root'  or one of the child terms- all have adventitious root as a broad synonym. Shoot-borne roots are still part of the root system .
TO:0000474,http://purl.obolibrary.org/obo/TO_0000474,glume opening,opening of glume of male sterile lines (related)|glume angle (related),"Angle of opening of glumes is measured on each floret, assessment based on mean angle of glume opening."
TO:0000470,http://purl.obolibrary.org/obo/TO_0000470,vascular tissue morphology trait,,A portion of plant tissue morphology trait  which is a quality of a vascular tissue and its parts.
TO:0000479,http://purl.obolibrary.org/obo/TO_0000479,acid sensitivity,ADSN (related),Plant sensitivity to an acidic (pH<7) growth media.
TO:0020061,http://purl.obolibrary.org/obo/TO_0020061,wheat powdery mildew disease resistance,,Causal agent: Blumeria graminis f. sp. tritici.|Symptoms: first visible signs are fuzzy white to pale grey tufts of mycelia and conidia on the upper surfaces of leaves and leaf sheaths (especially on lower leaves) and sometimes on the spikes. Older fungal tissue is yellowish grey and can be easily rubbed off. Plant tissue becomes chlorotic or necrotic. Spherical black cleistothecia may develop.
TO:0020067,http://purl.obolibrary.org/obo/TO_0020067,barley yellow dwarf virus disease resistance,BYDV (exact),"Causal agent: The Barley Yellow Dwarf Viruses, Luteovirus (Group IV (+)ssRNA).|Symptoms: uneven blotches of bright yellow discoloration on the tips and margins of older leaves, eventually progressing down toward the base, covering the entire leaf within a few weeks.  Reduced internode elongation causes stunting with severe infection possibly."
TO:0020068,http://purl.obolibrary.org/obo/TO_0020068,beta-glucan content,,"Amount of beta-glucan present in the plant part or product (e.g. malt). Beta-Glucans are polysaccharides of D-glucose linked by beta-glycosidic bonds that vary by molecular mass, solubility, viscosity and 3D configuration."
TO:0020065,http://purl.obolibrary.org/obo/TO_0020065,wheat septoria leaf blotch disease resistance,,"Causal agent: Septoria tritici (Mycosphaerella graminicola), Septoria nodorum (Leptosphaeria nodorum), Septoria avenae f. sp. triticeae (Leptosphaeria avenaria f. sp. triticeae).|Symptoms: Initial infection sites tend to be irregular in shape, oval to elongated chlorotic spots or lesions. As these sites expand, the centers of the lesions become pale, straw colored, and slightly necrotic, often with numerous small black dots (pycnidia). The lesions of septoria tritici blotch tend to be linear and restricted laterally, while those of septoria nodorum blotch and septoria avenae blotch are more lens shaped. All above ground plant parts can be affected."
TO:0020069,http://purl.obolibrary.org/obo/TO_0020069,spike exsertion,,An inflorescence exsertion  trait measured in distance from the base of the spike  to the auricle  of the flag leaf .
TO:0020062,http://purl.obolibrary.org/obo/TO_0020062,barley net form net blotch disease resistance,NFNB (exact),"Causal agent: Pyrenophora teres f. teres.|Symptoms: in adult plants, initial symptoms are small pinpoint to elliptical brown spots which expand to form narrow, tan to light brown lesions, often delimited by leaf veins. Within lesions, dark brown longitudinal and transverse striations appear forming a net-like pattern. In seedlings, greenish grey, water-soaked areas appear forming brown lesions with netted striations."
TO:0020060,http://purl.obolibrary.org/obo/TO_0020060,barley powdery mildew disease resistance,,Causal agent: Blumeria graminis f. sp. hordei.|Symptoms: first visible signs are fuzzy white to pale grey tufts of mycelia and conidia on the upper surfaces of leaves and leaf sheaths (especially on lower leaves) and sometimes on the spikes. Older fungal tissue is yellowish grey and can be easily rubbed off.  Plant tissue becomes chlorotic or necrotic.  Spherical black cleistothecia may develop.
TO:0020063,http://purl.obolibrary.org/obo/TO_0020063,barley spot form net blotch disease resistance,SFNB (exact),"Causal agent: Pyrenophora teres f. maculata.|Symptoms: dark brown, circular to elliptical lesions surrounded by bands of chlorosis."
TO:0020064,http://purl.obolibrary.org/obo/TO_0020064,barley septoria disease resistance,SSLB (exact),"Causal agent: Septoria passerinii and Stagonospora avenae f. sp. triticeae (teleomorph: Phaeosphaeria avenaria f. sp. triticeae).|Symptoms: in seedlings, S. passerinii causes faint, yellowish areas that turn greenish gray then straw colored with time forming a distinct demarcation next to healthy green tissue.  On adult plants S. passerinii infection produces long, rectangular lesions delimited by veins that first appear graying then turn tan or straw colored. S. avenae f. sp. triticea produces yellow brown lesions that traverse veins and are shield or lens shaped."
TO:0020066,http://purl.obolibrary.org/obo/TO_0020066,barley leaf streak resistance,,"Causal agent: Xanthomonas translucens pv. translucens and pv. undulosa.|Symptoms: small, light to pale green spots which later expand into linear streaks. Streaks can extend the entire length of the leaf, that will become translucent. Infected leaves will turn yellow then brown as it dies."
TO:0000616,http://purl.obolibrary.org/obo/TO_0000616,leaf perimeter,leaf circumference (related)|LFCIRCUM (related),It is a measure of the total length covered by the leaf margin.
TO:0000618,http://purl.obolibrary.org/obo/TO_0000618,crushed grain percentage,crushed dehulled-grain percentage (related)|CRUSHDHULGRPCENT (related)|percent broken (related)|percentage brokens (related)|cracked grain percentage (related)|CRUSHGRPCENT (related)|cracked dehulled-grain percentage (related),The percentage of cracked dehulled grain with at least one fourth of the size still intact.
TO:0000619,http://purl.obolibrary.org/obo/TO_0000619,vivipary,preharvest germination (related),A phenomenon associated to the seeds that germinate before becoming detached or harvested from the parent plant. Thus the germination occurs before the seed undergoes dormancy.
TO:0000617,http://purl.obolibrary.org/obo/TO_0000617,colored grain percentage,percentage of green rice grains (narrow)|percentage of damaged yellow rice grains (narrow)|percentage of red rice grains (narrow),A grain color  trait which is the percentage of colored grains.|The measurement is on de-hulled grains in comparison to a reference color.
TO:0000611,http://purl.obolibrary.org/obo/TO_0000611,malt-extract percentage,malt-extract percent (related)|MALTEXTPCENT (related),It is a measure of the sugars and nitrogenous compounds available for yeast nutrition.
